order_id,customer_id,customer_loyalty_tier,customer_acquisition_channel,customer_signup_date,restaurant_id,restaurant_cuisine,restaurant_city,restaurant_rating,restaurant_avg_prep_time,menu_item_id,menu_item_name,menu_item_category,item_price,quantity,order_timestamp,delivery_timestamp,delivery_duration_actual,delivery_duration_estimated,delivery_fee,tip,total_amount,discount_code,discount_type,discount_value,order_status,weather_temperature,weather_precipitation,is_weekend,is_holiday,event_flag
8832,8645,Silver,organic,2023-10-06,81,American,Houston,4.8,31,432,Wide Pasta,Pasta,11.39,1,2023-08-23 01:16:54,2023-08-23 02:12:54,56.0,53,2.52,2.82,16.73,,,0.0,completed,23.3,0.0,False,False,
8455,766,Silver,organic,2023-12-04,142,Italian,Houston,3.9,30,767,Material Pasta,Pasta,18.13,1,2023-08-23 04:35:19,2023-08-23 05:44:19,69.0,56,6.6,0.42,25.15,,,0.0,completed,25.7,0.0,False,False,
6633,4583,Silver,referral,2023-06-19,200,Fast Food,New York,4.5,12,1105,Future Dessert,Dessert,26.55,1,2023-08-23 07:13:45,2023-08-23 07:44:45,31.0,25,5.29,1.41,33.25,,,0.0,completed,22.7,0.0,False,False,
6994,2716,Bronze,referral,2023-02-09,149,Italian,San Diego,3.7,13,798,Baby Dessert,Dessert,8.76,1,2023-08-23 08:38:13,,,35,2.74,1.02,12.52,,,0.0,cancelled,24.9,0.0,False,False,
1956,1498,Bronze,email,2024-02-27,180,Fast Food,New York,3.6,26,988,Beat Burger,Burger,10.62,3,2023-08-23 10:28:59,2023-08-23 11:17:59,49.0,52,4.24,5.87,41.97,,,0.0,completed,25.7,0.0,False,False,
7051,2839,Gold,referral,2023-03-14,102,Chinese,New York,4.1,15,549,Protect Dessert,Dessert,8.1,4,2023-08-23 12:40:55,2023-08-23 13:10:55,30.0,31,2.38,7.27,42.05,,,0.0,completed,25.5,0.0,False,False,
10726,6037,Silver,organic,2024-10-09,195,American,Chicago,3.7,15,1078,Born Pizza,Pizza,6.19,4,2023-08-23 15:00:19,2023-08-23 15:23:19,23.0,26,5.15,4.51,34.42,,,0.0,completed,24.0,0.0,False,False,
3980,5067,Bronze,organic,2024-07-07,87,Japanese,New York,3.9,22,469,Former Main Course,Main Course,8.98,1,2023-08-23 15:39:02,2023-08-23 16:20:02,41.0,42,2.61,1.73,13.32,,,0.0,completed,26.0,0.0,False,False,
9450,490,Bronze,organic,2024-03-17,71,Chinese,Philadelphia,4.6,29,369,Enjoy Pasta,Pasta,7.43,1,2023-08-23 18:53:31,2023-08-23 19:53:31,60.0,50,2.03,0.84,10.3,,,0.0,completed,21.1,1.3,False,False,
7489,6375,Gold,email,2024-06-24,157,American,Los Angeles,3.1,25,854,What Beverage,Beverage,17.38,1,2023-08-23 19:02:06,2023-08-23 19:41:06,39.0,38,3.92,1.55,22.85,,,0.0,completed,21.9,0.0,False,False,
8809,1936,Bronze,email,2024-06-18,179,Italian,Los Angeles,4.6,24,984,Theory Burger,Burger,25.61,1,2023-08-23 20:51:06,2023-08-23 21:26:06,35.0,39,3.39,3.25,32.25,,,0.0,completed,22.2,0.0,False,False,
8760,2750,Silver,social_media,2023-05-20,134,Mexican,Chicago,3.2,20,725,First Beverage,Beverage,23.08,1,2023-08-23 22:29:48,2023-08-23 23:15:48,46.0,34,4.16,3.75,28.99,PROMO-DDNC,fixed_amount,2.0,completed,25.2,0.0,False,False,
7682,9296,Bronze,paid_ads,2023-10-15,179,Italian,Los Angeles,4.6,24,982,Fall Beverage,Beverage,34.39,1,2023-08-23 22:50:34,2023-08-23 23:22:34,32.0,35,4.09,4.32,42.8,,,0.0,completed,24.8,0.0,False,False,
1485,7813,Bronze,social_media,2024-09-12,113,Mediterranean,Houston,3.1,20,598,Board Dessert,Dessert,15.24,1,2023-08-24 00:11:08,2023-08-24 00:47:08,36.0,32,5.77,3.01,24.02,,,0.0,completed,26.8,0.0,False,False,
10758,9792,Bronze,referral,2023-07-30,79,American,New York,4.4,28,414,Serious Main Course,Main Course,19.66,1,2023-08-24 02:33:26,2023-08-24 03:23:26,50.0,40,6.07,0.77,26.5,,,0.0,completed,21.4,0.0,False,False,
10039,7465,Silver,organic,2024-09-26,18,Mediterranean,Phoenix,4.5,23,93,Long Beverage,Beverage,25.06,1,2023-08-24 04:00:13,2023-08-24 05:11:13,71.0,46,2.75,2.48,25.29,PROMO-FLBE,fixed_amount,5.0,completed,29.4,23.4,False,False,
10999,7778,Silver,paid_ads,2023-04-01,177,Fast Food,Houston,4.7,10,965,Question Appetizer,Appetizer,20.61,1,2023-08-24 05:11:30,2023-08-24 05:39:30,28.0,28,4.92,0.34,25.87,,,0.0,completed,23.8,0.0,False,False,
2355,8418,Bronze,email,2024-03-04,105,Chinese,Los Angeles,4.5,21,561,Site Appetizer,Appetizer,9.68,1,2023-08-24 06:06:57,2023-08-24 06:39:57,33.0,31,7.32,1.62,18.62,,,0.0,completed,22.1,0.6,False,False,
1583,6287,Bronze,referral,2023-03-19,192,Fast Food,Chicago,3.8,30,1063,Analysis Dessert,Dessert,25.83,1,2023-08-24 07:43:38,2023-08-24 08:45:38,62.0,52,2.88,4.89,29.73,PROMO-KBJC,percentage,3.87,completed,26.8,0.2,False,False,
10565,9907,Bronze,paid_ads,2024-10-11,101,American,New York,3.1,10,546,Throughout Sushi,Sushi,6.55,1,2023-08-24 07:55:22,2023-08-24 08:37:22,42.0,37,7.79,1.09,15.43,,,0.0,completed,25.6,23.6,False,False,
3423,4150,Silver,social_media,2023-07-18,145,Mediterranean,Chicago,3.8,17,778,Property Pizza,Pizza,27.39,2,2023-08-24 08:07:23,2023-08-24 08:53:23,46.0,32,2.11,13.08,69.97,,,0.0,completed,23.4,4.9,False,False,
7911,5849,Silver,organic,2024-04-05,188,American,San Antonio,3.4,11,1033,Particular Burger,Burger,29.78,3,2023-08-24 10:48:21,2023-08-24 11:21:21,33.0,38,2.59,20.82,94.88,PROMO-JPDW,percentage,17.87,completed,22.6,0.0,False,False,
1685,7657,Silver,email,2023-01-25,36,Mexican,Houston,4.4,22,188,Newspaper Pizza,Pizza,28.41,1,2023-08-24 10:55:27,2023-08-24 11:52:27,57.0,49,3.06,1.92,33.39,,,0.0,completed,22.6,0.0,False,False,
5700,2346,Bronze,email,2024-06-07,115,American,Chicago,4.7,13,608,Wish Sushi,Sushi,32.81,1,2023-08-24 13:33:25,2023-08-24 14:02:25,29.0,34,4.81,1.99,34.8,PROMO-ETJE,free_delivery,4.81,completed,24.3,0.0,False,False,
2900,5550,Silver,organic,2024-09-16,121,Mediterranean,San Diego,4.1,24,645,Why Sushi,Sushi,11.19,1,2023-08-24 16:14:32,2023-08-24 17:18:32,64.0,45,3.78,0.07,15.04,,,0.0,completed,23.8,0.4,False,False,
8986,6681,Bronze,email,2023-12-27,125,Mexican,Philadelphia,4.9,24,675,Understand Pizza,Pizza,10.11,3,2023-08-24 17:31:08,2023-08-24 18:32:08,61.0,53,4.5,3.81,38.64,,,0.0,completed,19.5,0.0,False,False,
8651,8771,Bronze,paid_ads,2023-06-08,27,Japanese,Phoenix,4.9,34,139,Yes Beverage,Beverage,31.82,1,2023-08-24 19:34:53,,,46,7.63,6.85,46.3,,,0.0,cancelled,22.7,0.0,False,False,
2494,1699,Bronze,email,2023-10-02,58,Italian,Philadelphia,4.4,19,298,Ground Main Course,Main Course,21.67,2,2023-08-24 21:53:17,2023-08-24 22:30:17,37.0,30,4.04,1.71,42.59,PROMO-RWEU,percentage,6.5,completed,25.8,0.0,False,False,
5940,6985,Bronze,paid_ads,2024-07-09,200,Fast Food,New York,4.5,12,1104,Executive Dessert,Dessert,14.28,1,2023-08-24 22:37:09,2023-08-24 23:19:09,42.0,36,7.08,2.12,23.48,,,0.0,completed,21.9,0.0,False,False,
1984,6038,Bronze,social_media,2023-01-19,34,Chinese,Houston,4.0,34,179,Structure Pasta,Pasta,15.0,2,2023-08-25 01:50:10,2023-08-25 02:40:10,50.0,44,2.43,5.4,37.83,,,0.0,completed,21.0,0.0,False,False,
1161,5257,Silver,email,2023-08-10,42,American,San Antonio,4.9,12,218,Movement Sushi,Sushi,12.15,3,2023-08-25 05:31:47,2023-08-25 06:20:47,49.0,36,6.86,3.35,46.66,,,0.0,completed,25.6,0.0,False,False,
3416,6552,Gold,email,2023-10-12,51,American,Philadelphia,3.6,21,267,Receive Burger,Burger,15.67,1,2023-08-25 06:29:15,2023-08-25 07:01:15,32.0,35,7.4,2.75,18.42,PROMO-RKQU,free_delivery,7.4,completed,28.7,0.0,False,False,
10197,279,Bronze,organic,2023-11-20,112,American,San Antonio,3.2,30,591,Among Appetizer,Appetizer,16.2,1,2023-08-25 10:05:26,2023-08-25 11:16:26,71.0,59,3.7,3.39,23.29,,,0.0,completed,25.3,0.0,False,False,
10482,1469,Silver,referral,2024-11-15,126,Mediterranean,Philadelphia,4.5,10,679,Evidence Appetizer,Appetizer,28.86,2,2023-08-25 13:28:57,,,33,5.27,0.15,63.14,,,0.0,cancelled,18.9,0.0,False,False,
7366,9133,Bronze,organic,2024-09-19,116,Indian,San Diego,4.4,12,616,Upon Sushi,Sushi,26.53,2,2023-08-25 17:01:25,2023-08-25 17:26:25,25.0,27,3.11,9.75,65.92,,,0.0,completed,23.4,0.0,False,False,
9027,2319,Bronze,social_media,2023-09-17,157,American,Los Angeles,3.1,25,850,Wait Pasta,Pasta,16.05,1,2023-08-25 17:12:20,2023-08-25 18:03:20,51.0,36,2.54,2.41,18.59,PROMO-BTMF,percentage,2.41,completed,26.6,14.6,False,False,
2281,4537,Bronze,social_media,2023-11-19,135,American,Philadelphia,3.1,21,727,For Dessert,Dessert,28.42,2,2023-08-25 18:34:39,,,34,6.61,12.01,75.46,,,0.0,cancelled,20.6,0.0,False,False,
6151,5348,Bronze,organic,2024-06-15,14,Fast Food,San Antonio,3.4,28,75,Training Appetizer,Appetizer,22.6,1,2023-08-25 22:13:01,2023-08-25 23:02:01,49.0,39,5.77,0.78,29.15,,,0.0,completed,27.6,0.0,False,False,
10502,5940,Silver,organic,2023-07-31,137,Italian,Phoenix,4.7,25,737,Kitchen Dessert,Dessert,23.46,3,2023-08-25 22:51:07,2023-08-25 23:49:07,58.0,35,6.5,14.2,91.08,,,0.0,completed,25.8,2.6,False,False,
7462,1784,Bronze,organic,2023-05-08,65,American,Chicago,4.8,28,336,Customer Burger,Burger,33.5,1,2023-08-25 23:04:22,2023-08-25 23:58:22,54.0,52,4.63,1.18,39.31,,,0.0,completed,24.9,0.0,False,False,
1075,6631,Silver,paid_ads,2024-05-20,149,Italian,San Diego,3.7,13,804,Day Main Course,Main Course,8.32,1,2023-08-25 23:12:39,2023-08-25 23:56:39,44.0,25,3.49,1.22,13.03,,,0.0,completed,17.7,1.7,False,False,
9193,3227,Gold,organic,2023-10-29,157,American,Los Angeles,3.1,25,855,Official Appetizer,Appetizer,10.35,1,2023-08-25 23:49:34,2023-08-26 00:28:34,39.0,41,4.55,0.7,15.6,,,0.0,completed,27.2,0.0,False,False,
10688,9178,Bronze,paid_ads,2023-10-27,70,Japanese,Chicago,3.6,31,363,List Sushi,Sushi,6.06,1,2023-08-26 00:05:40,2023-08-26 01:04:40,59.0,49,2.38,0.36,6.42,PROMO-BTWI,free_delivery,2.38,completed,23.7,0.0,True,False,
1115,2820,Silver,referral,2023-12-29,37,Indian,Philadelphia,3.6,30,190,On Pasta,Pasta,24.91,1,2023-08-26 00:28:45,2023-08-26 01:37:45,69.0,59,3.69,3.11,31.71,,,0.0,completed,21.4,0.0,True,False,
9596,3971,Bronze,paid_ads,2024-06-13,13,Fast Food,Phoenix,4.3,18,70,Finally Pizza,Pizza,15.29,2,2023-08-26 00:50:20,2023-08-26 01:46:20,56.0,35,3.78,5.79,40.15,,,0.0,completed,21.9,0.7,True,False,
7552,425,Silver,social_media,2023-03-31,97,Chinese,Philadelphia,4.5,34,522,Center Main Course,Main Course,22.79,1,2023-08-26 02:26:37,2023-08-26 03:35:37,69.0,60,6.28,3.68,32.75,,,0.0,completed,21.2,0.0,True,False,
3386,2106,Silver,paid_ads,2024-08-12,179,Italian,Los Angeles,4.6,24,983,Soldier Burger,Burger,9.87,1,2023-08-26 02:31:54,2023-08-26 03:25:54,54.0,42,2.31,2.44,14.62,,,0.0,completed,24.8,0.0,True,False,
1613,2471,Bronze,paid_ads,2024-02-02,96,Japanese,Houston,4.0,22,517,Work Main Course,Main Course,23.98,1,2023-08-26 04:54:21,,,51,3.46,0.71,23.35,PROMO-ZNQC,percentage,4.8,cancelled,24.0,0.0,True,False,
5525,5895,Bronze,paid_ads,2024-08-06,6,Mediterranean,Phoenix,3.0,34,28,Sense Appetizer,Appetizer,30.26,1,2023-08-26 08:05:20,2023-08-26 08:57:20,52.0,57,3.65,5.46,39.37,,,0.0,completed,22.3,0.0,True,False,
3724,3795,Silver,referral,2024-08-12,165,Chinese,San Antonio,4.9,24,905,Kitchen Burger,Burger,13.27,1,2023-08-26 08:41:26,2023-08-26 09:34:26,53.0,47,5.3,0.18,18.75,,,0.0,completed,25.6,4.2,True,False,
1077,2892,Silver,organic,2024-07-14,18,Mediterranean,Phoenix,4.5,23,92,Fall Pizza,Pizza,19.72,1,2023-08-26 08:44:53,2023-08-26 09:38:53,54.0,43,3.46,1.76,24.94,,,0.0,completed,23.9,11.2,True,False,
3645,9876,Gold,paid_ads,2023-05-12,70,Japanese,Chicago,3.6,31,363,List Sushi,Sushi,6.06,2,2023-08-26 09:40:35,2023-08-26 10:29:35,49.0,43,2.78,1.04,13.16,PROMO-TISR,free_delivery,2.78,completed,22.7,0.0,True,False,
10288,3148,Bronze,paid_ads,2023-11-22,7,Mexican,San Diego,3.2,31,38,True Sushi,Sushi,15.37,1,2023-08-26 10:55:48,2023-08-26 11:56:48,61.0,50,3.54,0.98,19.89,,,0.0,completed,16.8,0.0,True,False,
8419,4052,Silver,referral,2023-09-11,123,Chinese,Houston,4.3,26,664,Have Burger,Burger,24.21,1,2023-08-26 11:19:05,2023-08-26 12:16:05,57.0,38,4.52,3.22,31.95,,,0.0,completed,29.5,2.4,True,False,
9936,3652,Bronze,paid_ads,2023-04-17,130,Indian,San Diego,3.5,12,704,Nothing Beverage,Beverage,9.24,1,2023-08-26 11:37:32,2023-08-26 12:13:32,36.0,35,5.14,0.56,14.94,,,0.0,completed,31.1,0.0,True,False,
7747,7902,Silver,referral,2024-11-12,91,Mediterranean,New York,3.1,17,491,Move Appetizer,Appetizer,31.15,1,2023-08-26 18:23:17,2023-08-26 19:08:17,45.0,35,2.21,2.86,36.22,,,0.0,completed,21.6,0.0,True,False,
7866,1175,Silver,social_media,2023-09-16,27,Japanese,Phoenix,4.9,34,144,Difference Beverage,Beverage,26.42,2,2023-08-26 18:34:03,2023-08-26 19:25:03,51.0,44,3.85,11.35,68.04,,,0.0,completed,20.2,0.0,True,False,
1112,2950,Bronze,paid_ads,2023-12-12,154,Fast Food,San Diego,3.3,30,834,Campaign Pasta,Pasta,21.74,1,2023-08-26 18:42:08,2023-08-26 19:37:08,55.0,40,6.58,1.76,30.08,,,0.0,completed,22.6,7.6,True,False,
10087,8629,Silver,email,2024-08-11,193,Italian,San Diego,3.7,25,1070,Move Dessert,Dessert,24.19,1,2023-08-26 23:02:05,2023-08-27 00:10:05,68.0,54,5.58,5.96,35.73,,,0.0,completed,23.3,0.0,True,False,
6506,6117,Bronze,referral,2024-01-17,26,Japanese,Los Angeles,3.5,21,138,White Main Course,Main Course,23.6,1,2023-08-26 23:08:50,2023-08-27 00:01:50,53.0,46,4.73,1.63,24.96,PROMO-TVOK,fixed_amount,5.0,completed,23.5,0.0,True,False,
2279,235,Bronze,paid_ads,2023-02-01,91,Mediterranean,New York,3.1,17,490,Different Beverage,Beverage,15.11,2,2023-08-27 03:00:35,2023-08-27 03:51:35,51.0,33,4.71,6.82,41.75,,,0.0,completed,25.6,9.4,True,False,
8443,7913,Silver,referral,2023-01-04,77,Indian,New York,4.6,13,402,Evidence Beverage,Beverage,33.12,1,2023-08-27 03:58:35,2023-08-27 04:39:35,41.0,42,4.2,3.57,36.69,PROMO-ZGAJ,free_delivery,4.2,completed,21.4,0.0,True,False,
3819,4771,Gold,social_media,2023-07-25,114,Japanese,San Antonio,4.9,14,602,Usually Appetizer,Appetizer,21.48,2,2023-08-27 03:59:12,2023-08-27 04:48:12,49.0,35,4.04,9.75,56.75,,,0.0,completed,25.1,0.2,True,False,
6531,5129,Gold,referral,2024-10-13,134,Mexican,Chicago,3.2,20,724,We Appetizer,Appetizer,11.48,1,2023-08-27 04:03:48,2023-08-27 05:01:48,58.0,45,4.39,1.22,12.09,PROMO-XIRL,fixed_amount,5.0,completed,20.9,0.0,True,False,
8942,4857,Bronze,email,2023-03-29,127,Chinese,Chicago,4.1,30,681,Boy Burger,Burger,9.57,1,2023-08-27 05:36:51,2023-08-27 06:26:51,50.0,46,7.21,1.84,18.62,,,0.0,completed,21.5,1.4,True,False,
1506,8160,Bronze,social_media,2024-10-20,169,American,Chicago,3.4,33,932,Office Pizza,Pizza,28.75,1,2023-08-27 06:30:57,2023-08-27 07:35:57,65.0,62,4.8,2.87,36.42,,,0.0,completed,29.1,0.0,True,False,
4669,2475,Bronze,organic,2023-11-22,117,Italian,Chicago,3.8,28,625,Its Beverage,Beverage,29.18,2,2023-08-27 06:35:54,,,44,6.01,9.06,73.43,,,0.0,cancelled,31.0,0.0,True,False,
9847,227,Silver,referral,2024-02-01,66,Chinese,Los Angeles,4.5,17,341,Health Pasta,Pasta,10.01,1,2023-08-27 07:10:11,2023-08-27 07:49:11,39.0,36,6.84,0.13,16.98,,,0.0,completed,22.0,0.0,True,False,
4284,6161,Silver,referral,2023-12-22,59,Fast Food,San Diego,4.1,18,302,Drug Pasta,Pasta,17.65,1,2023-08-27 10:03:52,2023-08-27 10:47:52,44.0,33,4.58,2.64,19.87,PROMO-UAND,fixed_amount,5.0,completed,21.9,10.2,True,False,
5328,4802,Bronze,email,2023-05-03,22,Mexican,Chicago,4.1,25,118,Wish Burger,Burger,32.79,1,2023-08-27 15:36:22,2023-08-27 16:39:22,63.0,52,7.02,2.59,42.4,,,0.0,completed,24.9,0.0,True,False,
9290,5358,Silver,social_media,2024-03-04,28,Chinese,Philadelphia,3.8,29,151,Low Main Course,Main Course,17.27,1,2023-08-27 15:56:20,2023-08-27 16:51:20,55.0,47,7.95,4.3,21.57,PROMO-TWWL,free_delivery,7.95,completed,16.7,0.0,True,False,
2591,7549,Bronze,referral,2023-03-07,115,American,Chicago,4.7,13,607,Clear Sushi,Sushi,33.64,1,2023-08-27 21:15:41,2023-08-27 21:48:41,33.0,30,5.01,6.82,45.47,,,0.0,completed,29.1,4.5,True,False,
4431,3996,Bronze,social_media,2023-08-25,143,Indian,Chicago,3.3,17,772,Condition Appetizer,Appetizer,31.85,1,2023-08-28 00:22:19,2023-08-28 01:05:19,43.0,34,4.41,0.63,36.89,,,0.0,completed,18.2,0.0,False,False,
5964,1411,Bronze,paid_ads,2024-08-18,182,American,Philadelphia,4.4,30,997,Authority Dessert,Dessert,8.39,1,2023-08-28 00:42:45,2023-08-28 01:25:45,43.0,43,6.82,0.42,15.63,,,0.0,completed,20.4,0.0,False,False,
10017,4765,Bronze,email,2023-07-29,83,Mexican,Philadelphia,3.8,19,437,Movie Dessert,Dessert,28.3,1,2023-08-28 01:04:40,2023-08-28 01:48:40,44.0,43,5.89,4.36,38.55,,,0.0,completed,21.7,0.0,False,False,
2017,1338,Silver,social_media,2024-08-13,118,Japanese,New York,3.3,29,632,Example Appetizer,Appetizer,17.33,1,2023-08-28 01:35:47,2023-08-28 02:24:47,49.0,53,5.67,1.3,22.3,PROMO-HXEN,fixed_amount,2.0,completed,27.8,0.0,False,False,
1050,5421,Silver,email,2023-07-31,198,Indian,Philadelphia,3.9,14,1098,Member Appetizer,Appetizer,26.07,2,2023-08-28 01:42:51,2023-08-28 02:33:51,51.0,42,7.31,2.78,54.41,PROMO-EHAU,percentage,7.82,completed,27.6,0.0,False,False,
5352,118,Bronze,social_media,2024-04-17,70,Japanese,Chicago,3.6,31,362,Not Burger,Burger,33.67,3,2023-08-28 02:40:15,2023-08-28 03:44:15,64.0,54,5.89,8.98,115.88,,,0.0,completed,23.4,0.3,False,False,
7612,1869,Silver,email,2023-09-25,18,Mediterranean,Phoenix,4.5,23,96,His Burger,Burger,30.16,1,2023-08-28 03:11:22,,,44,5.84,0.8,36.8,,,0.0,cancelled,24.0,0.0,False,False,
10073,2098,Silver,email,2024-06-10,56,Indian,Chicago,4.1,22,292,Nation Main Course,Main Course,26.72,1,2023-08-28 03:18:32,2023-08-28 04:15:32,57.0,36,3.23,3.7,33.65,,,0.0,completed,21.3,9.4,False,False,
7368,1814,Bronze,paid_ads,2024-03-04,6,Mediterranean,Phoenix,3.0,34,27,Decide Dessert,Dessert,9.41,1,2023-08-28 04:17:01,2023-08-28 05:27:01,70.0,46,6.12,0.67,10.08,PROMO-KUMP,free_delivery,6.12,completed,28.2,3.3,False,False,
2480,9780,Silver,referral,2024-06-20,152,Fast Food,New York,4.7,18,821,Start Burger,Burger,13.08,1,2023-08-28 06:33:37,2023-08-28 07:11:37,38.0,34,7.47,2.84,23.39,,,0.0,completed,21.0,11.1,False,False,
3409,8735,Bronze,email,2023-03-09,60,Mexican,Chicago,3.2,27,305,Account Pasta,Pasta,20.67,1,2023-08-28 09:46:00,2023-08-28 10:33:00,47.0,46,5.45,0.17,26.29,,,0.0,completed,23.5,0.0,False,False,
4345,2375,Bronze,social_media,2023-05-09,134,Mexican,Chicago,3.2,20,723,Service Sushi,Sushi,30.54,1,2023-08-28 13:13:16,2023-08-28 14:12:16,59.0,31,7.41,2.68,40.63,,,0.0,completed,22.1,0.8,False,False,
1424,1527,Silver,email,2024-09-07,159,Italian,New York,4.9,23,870,Star Main Course,Main Course,29.75,2,2023-08-28 14:07:32,2023-08-28 15:02:32,55.0,43,4.03,8.18,62.79,PROMO-MXWL,percentage,8.92,completed,27.3,0.0,False,False,
1251,7088,Silver,organic,2024-06-03,143,Indian,Chicago,3.3,17,769,Wear Pasta,Pasta,12.59,1,2023-08-28 18:58:03,,,28,2.25,0.74,15.58,,,0.0,cancelled,23.6,0.0,False,False,
3591,9462,Silver,referral,2024-03-05,179,Italian,Los Angeles,4.6,24,986,Entire Pizza,Pizza,29.69,1,2023-08-28 20:29:56,2023-08-28 21:10:56,41.0,46,4.66,0.43,34.78,,,0.0,completed,19.0,0.0,False,False,
5773,8794,Silver,organic,2023-08-16,171,Mediterranean,Houston,3.2,22,942,Air Sushi,Sushi,15.68,1,2023-08-29 00:16:37,2023-08-29 00:45:37,29.0,34,2.01,0.28,17.97,,,0.0,completed,20.7,0.0,False,False,
1225,3615,Bronze,referral,2024-08-06,39,Italian,Chicago,4.3,16,205,Brother Beverage,Beverage,27.96,1,2023-08-29 01:38:40,2023-08-29 02:12:40,34.0,35,2.92,1.11,31.99,,,0.0,completed,20.2,0.0,False,False,
10431,2150,Silver,email,2024-09-08,159,Italian,New York,4.9,23,867,Public Burger,Burger,6.76,1,2023-08-29 02:03:24,2023-08-29 02:50:24,47.0,50,3.13,0.46,10.35,,,0.0,completed,17.5,0.0,False,False,
10474,3302,Silver,referral,2023-12-06,185,Italian,Phoenix,4.5,26,1015,Yourself Main Course,Main Course,11.38,1,2023-08-29 02:17:50,2023-08-29 02:59:50,42.0,47,5.19,2.01,16.87,PROMO-LBPF,percentage,1.71,completed,23.3,0.0,False,False,
9904,8580,Bronze,social_media,2024-12-09,109,Japanese,San Diego,4.6,30,578,Hope Dessert,Dessert,22.01,1,2023-08-29 03:21:00,2023-08-29 04:06:00,45.0,40,7.69,2.61,32.31,,,0.0,completed,26.7,0.0,False,False,
3725,3681,Silver,email,2024-12-04,123,Chinese,Houston,4.3,26,662,Spring Pizza,Pizza,29.96,3,2023-08-29 06:54:24,2023-08-29 07:38:24,44.0,39,2.11,0.74,92.73,,,0.0,completed,22.2,0.0,False,False,
3682,9795,Bronze,paid_ads,2024-07-04,126,Mediterranean,Philadelphia,4.5,10,679,Evidence Appetizer,Appetizer,28.86,1,2023-08-29 07:28:47,,,25,3.41,1.12,33.39,,,0.0,cancelled,22.0,0.0,False,False,
6640,3283,Bronze,social_media,2023-02-25,42,American,San Antonio,4.9,12,220,Born Appetizer,Appetizer,26.67,1,2023-08-29 09:48:03,,,38,7.81,2.45,29.12,PROMO-UHVF,free_delivery,7.81,cancelled,20.1,0.0,False,False,
7286,2697,Silver,email,2023-03-07,58,Italian,Philadelphia,4.4,19,300,Per Beverage,Beverage,8.62,2,2023-08-29 17:46:26,2023-08-29 18:34:26,48.0,37,7.28,1.81,26.33,,,0.0,completed,26.1,0.0,False,False,
8796,4152,Bronze,referral,2024-04-26,50,Japanese,Chicago,4.7,19,258,Sign Dessert,Dessert,24.95,1,2023-08-29 18:59:39,2023-08-29 19:29:39,30.0,29,7.0,0.39,32.34,,,0.0,completed,25.8,0.0,False,False,
5506,1306,Gold,social_media,2024-03-24,133,Italian,Houston,3.0,34,715,Red Burger,Burger,33.58,1,2023-08-29 22:06:42,,,49,2.54,1.02,30.42,PROMO-GZKS,percentage,6.72,cancelled,23.3,0.0,False,False,
10503,717,Bronze,organic,2024-07-31,46,Indian,Philadelphia,4.9,27,240,Game Burger,Burger,31.84,1,2023-08-30 02:19:40,2023-08-30 03:04:40,45.0,47,5.85,2.09,39.78,,,0.0,completed,23.9,0.0,False,False,
3285,5846,Bronze,email,2023-06-03,42,American,San Antonio,4.9,12,218,Movement Sushi,Sushi,12.15,1,2023-08-30 03:00:01,,,25,3.21,2.54,17.9,,,0.0,cancelled,18.4,28.4,False,False,
5090,5759,Bronze,referral,2024-02-13,87,Japanese,New York,3.9,22,465,Every Pizza,Pizza,20.53,1,2023-08-30 06:24:01,2023-08-30 07:02:01,38.0,36,5.9,1.07,27.5,,,0.0,completed,22.9,0.0,False,False,
5973,3656,Bronze,organic,2023-05-09,38,Italian,Philadelphia,3.0,19,195,Set Pizza,Pizza,14.3,1,2023-08-30 07:48:09,2023-08-30 08:38:09,50.0,31,4.56,0.81,19.67,,,0.0,completed,24.1,5.0,False,False,
9719,6360,Bronze,referral,2024-05-26,52,Japanese,New York,3.8,26,270,Often Main Course,Main Course,24.91,1,2023-08-30 08:29:15,2023-08-30 09:32:15,63.0,49,5.8,3.08,33.79,,,0.0,completed,24.0,0.0,False,False,
4454,8506,Bronze,social_media,2024-10-19,105,Chinese,Los Angeles,4.5,21,563,Ok Beverage,Beverage,12.66,1,2023-08-30 10:20:53,,,50,4.56,2.82,15.48,PROMO-RYZA,free_delivery,4.56,cancelled,23.1,0.0,False,False,
3626,2281,Gold,organic,2023-02-14,69,Indian,San Antonio,3.7,10,356,Such Beverage,Beverage,23.69,2,2023-08-30 12:19:08,2023-08-30 12:35:08,16.0,20,7.44,6.26,61.08,,,0.0,completed,24.2,0.0,False,False,
2116,2623,Bronze,referral,2024-07-23,100,Mexican,San Diego,3.2,33,540,Everything Dessert,Dessert,28.45,3,2023-08-30 16:36:57,2023-08-30 17:33:57,57.0,57,2.14,1.69,89.18,,,0.0,completed,25.9,0.0,False,False,
4425,9080,Silver,organic,2024-06-24,89,Indian,New York,3.6,27,476,First Main Course,Main Course,21.24,1,2023-08-30 19:56:08,2023-08-30 20:51:08,55.0,52,3.14,0.99,25.37,,,0.0,completed,23.5,0.0,False,False,
7257,4343,Silver,paid_ads,2023-08-14,106,Chinese,Phoenix,5.0,22,565,Late Burger,Burger,25.5,1,2023-08-30 21:47:36,2023-08-30 22:38:36,51.0,50,6.99,5.46,37.95,,,0.0,completed,22.0,0.0,False,False,
